VALUE,FCCS,FCCSID,FCCS_REG,FUELBED,R,G,B,RED,GREEN,BLUE
810122,810122,0081-122,Hawaii,Pukiawe/Columbia bluestem grassland,182,250,227,0.713725,0.980392,0.890196
810123,810123,0081-123,Hawaii,Pukiawe/Columbia bluestem grassland,182,250,227,0.713725,0.980392,0.890196
810131,810131,0081-131,Hawaii,Pukiawe/Columbia bluestem grassland,182,250,227,0.713725,0.980392,0.890196
810132,810132,0081-132,Hawaii,Pukiawe/Columbia bluestem grassland,182,250,227,0.713725,0.980392,0.890196
810133,810133,0081-133,Hawaii,Pukiawe/Columbia bluestem grassland,182,250,227,0.713725,0.980392,0.890196
820111,820111,0082-111,Hawaii,White leadtree/Guinea grass shrubland,255,59,20,1,0.231373,0.078431
820112,820112,0082-112,Hawaii,White leadtree/Guinea grass shrubland,255,59,20,1,0.231373,0.078431
820113,820113,0082-113,Hawaii,White leadtree/Guinea grass shrubland,255,59,20,1,0.231373,0.078431
820121,820121,0082-121,Hawaii,White leadtree/Guinea grass shrubland,255,59,20,1,0.231373,0.078431
820122,820122,0082-122,Hawaii,White leadtree/Guinea grass shrubland,255,59,20,1,0.231373,0.078431
820123,820123,0082-123,Hawaii,White leadtree/Guinea grass shrubland,255,59,20,1,0.231373,0.078431
820131,820131,0082-131,Hawaii,White leadtree/Guinea grass shrubland,255,59,20,1,0.231373,0.078431
820132,820132,0082-132,Hawaii,White leadtree/Guinea grass shrubland,255,59,20,1,0.231373,0.078431
820133,820133,0082-133,Hawaii,White leadtree/Guinea grass shrubland,255,59,20,1,0.231373,0.078431
820211,820211,0082-211,Hawaii,White leadtree/Guinea grass shrubland,255,59,20,1,0.231373,0.078431
820212,820212,0082-212,Hawaii,White leadtree/Guinea grass shrubland,255,59,20,1,0.231373,0.078431
820213,820213,0082-213,Hawaii,White leadtree/Guinea grass shrubland,255,59,20,1,0.231373,0.078431
820221,820221,0082-221,Hawaii,White leadtree/Guinea grass shrubland,255,59,20,1,0.231373,0.078431
820222,820222,0082-222,Hawaii,White leadtree/Guinea grass shrubland,255,59,20,1,0.231373,0.078431
820223,820223,0082-223,Hawaii,White leadtree/Guinea grass shrubland,255,59,20,1,0.231373,0.078431
820231,820231,0082-231,Hawaii,White leadtree/Guinea grass shrubland,255,59,20,1,0.231373,0.078431
820232,820232,0082-232,Hawaii,White leadtree/Guinea grass shrubland,255,59,20,1,0.231373,0.078431
820233,820233,0082-233,Hawaii,White leadtree/Guinea grass shrubland,255,59,20,1,0.231373,0.078431
820311,820311,0082-311,Hawaii,White leadtree/Guinea grass shrubland,255,59,20,1,0.231373,0.078431
820312,820312,0082-312,Hawaii,White leadtree/Guinea grass shrubland,255,59,20,1,0.231373,0.078431
820313,820313,0082-313,Hawaii,White leadtree/Guinea grass shrubland,255,59,20,1,0.231373,0.078431
820321,820321,0082-321,Hawaii,White leadtree/Guinea grass shrubland,255,59,20,1,0.231373,0.078431
820322,820322,0082-322,Hawaii,White leadtree/Guinea grass shrubland,255,59,20,1,0.231373,0.078431
820323,820323,0082-323,Hawaii,White leadtree/Guinea grass shrubland,255,59,20,1,0.231373,0.078431
820331,820331,0082-331,Hawaii,White leadtree/Guinea grass shrubland,255,59,20,1,0.231373,0.078431
820332,820332,0082-332,Hawaii,White leadtree/Guinea grass shrubland,255,59,20,1,0.231373,0.078431
820333,820333,0082-333,Hawaii,White leadtree/Guinea grass shrubland,255,59,20,1,0.231373,0.078431
820411,820411,0082-411,Hawaii,White leadtree/Guinea grass shrubland,255,59,20,1,0.231373,0.078431
820412,820412,0082-412,Hawaii,White leadtree/Guinea grass shrubland,255,59,20,1,0.231373,0.078431
820413,820413,0082-413,Hawaii,White leadtree/Guinea grass shrubland,255,59,20,1,0.231373,0.078431
820421,820421,0082-421,Hawaii,White leadtree/Guinea grass shrubland,255,59,20,1,0.231373,0.078431
820422,820422,0082-422,Hawaii,White leadtree/Guinea grass shrubland,255,59,20,1,0.231373,0.078431
820423,820423,0082-423,Hawaii,White leadtree/Guinea grass shrubland,255,59,20,1,0.231373,0.078431
820431,820431,0082-431,Hawaii,White leadtree/Guinea grass shrubland,255,59,20,1,0.231373,0.078431
820432,820432,0082-432,Hawaii,White leadtree/Guinea grass shrubland,255,59,20,1,0.231373,0.078431
820433,820433,0082-433,Hawaii,White leadtree/Guinea grass shrubland,255,59,20,1,0.231373,0.078431
830111,830111,0083-111,Hawaii,Molasses grass grassland - invaded by exotic species,255,198,107,1,0.776471,0.419608
830112,830112,0083-112,Hawaii,Molasses grass grassland - invaded by exotic species,255,198,107,1,0.776471,0.419608
830113,830113,0083-113,Hawaii,Molasses grass grassland - invaded by exotic species,255,198,107,1,0.776471,0.419608
830121,830121,0083-121,Hawaii,Molasses grass grassland - invaded by exotic species,255,198,107,1,0.776471,0.419608
830122,830122,0083-122,Hawaii,Molasses grass grassland - invaded by exotic species,255,198,107,1,0.776471,0.419608
830123,830123,0083-123,Hawaii,Molasses grass grassland - invaded by exotic species,255,198,107,1,0.776471,0.419608
830131,830131,0083-131,Hawaii,Molasses grass grassland - invaded by exotic species,255,198,107,1,0.776471,0.419608
830132,830132,0083-132,Hawaii,Molasses grass grassland - invaded by exotic species,255,198,107,1,0.776471,0.419608
830133,830133,0083-133,Hawaii,Molasses grass grassland - invaded by exotic species,255,198,107,1,0.776471,0.419608
840111,840111,0084-111,Hawaii,Ohia/Broomsedge bluestem savanna - invaded by exotic species,182,250,227,0.713725,0.980392,0.890196
840112,840112,0084-112,Hawaii,Ohia/Broomsedge bluestem savanna - invaded by exotic species,182,250,227,0.713725,0.980392,0.890196
840113,840113,0084-113,Hawaii,Ohia/Broomsedge bluestem savanna - invaded by exotic species,182,250,227,0.713725,0.980392,0.890196
840121,840121,0084-121,Hawaii,Ohia/Broomsedge bluestem savanna - invaded by exotic species,182,250,227,0.713725,0.980392,0.890196
840122,840122,0084-122,Hawaii,Ohia/Broomsedge bluestem savanna - invaded by exotic species,182,250,227,0.713725,0.980392,0.890196
840123,840123,0084-123,Hawaii,Ohia/Broomsedge bluestem savanna - invaded by exotic species,182,250,227,0.713725,0.980392,0.890196
840131,840131,0084-131,Hawaii,Ohia/Broomsedge bluestem savanna - invaded by exotic species,182,250,227,0.713725,0.980392,0.890196
840132,840132,0084-132,Hawaii,Ohia/Broomsedge bluestem savanna - invaded by exotic species,182,250,227,0.713725,0.980392,0.890196
840133,840133,0084-133,Hawaii,Ohia/Broomsedge bluestem savanna - invaded by exotic species,182,250,227,0.713725,0.980392,0.890196
840211,840211,0084-211,Hawaii,Ohia/Broomsedge bluestem savanna - invaded by exotic species,182,250,227,0.713725,0.980392,0.890196
840212,840212,0084-212,Hawaii,Ohia/Broomsedge bluestem savanna - invaded by exotic species,182,250,227,0.713725,0.980392,0.890196
840213,840213,0084-213,Hawaii,Ohia/Broomsedge bluestem savanna - invaded by exotic species,182,250,227,0.713725,0.980392,0.890196
840221,840221,0084-221,Hawaii,Ohia/Broomsedge bluestem savanna - invaded by exotic species,182,250,227,0.713725,0.980392,0.890196
840222,840222,0084-222,Hawaii,Ohia/Broomsedge bluestem savanna - invaded by exotic species,182,250,227,0.713725,0.980392,0.890196
840223,840223,0084-223,Hawaii,Ohia/Broomsedge bluestem savanna - invaded by exotic species,182,250,227,0.713725,0.980392,0.890196
840231,840231,0084-231,Hawaii,Ohia/Broomsedge bluestem savanna - invaded by exotic species,182,250,227,0.713725,0.980392,0.890196
840232,840232,0084-232,Hawaii,Ohia/Broomsedge bluestem savanna - invaded by exotic species,182,250,227,0.713725,0.980392,0.890196
840233,840233,0084-233,Hawaii,Ohia/Broomsedge bluestem savanna - invaded by exotic species,182,250,227,0.713725,0.980392,0.890196
840311,840311,0084-311,Hawaii,Ohia/Broomsedge bluestem savanna - invaded by exotic species,182,250,227,0.713725,0.980392,0.890196
840312,840312,0084-312,Hawaii,Ohia/Broomsedge bluestem savanna - invaded by exotic species,182,250,227,0.713725,0.980392,0.890196
840313,840313,0084-313,Hawaii,Ohia/Broomsedge bluestem savanna - invaded by exotic species,182,250,227,0.713725,0.980392,0.890196
840321,840321,0084-321,Hawaii,Ohia/Broomsedge bluestem savanna - invaded by exotic species,182,250,227,0.713725,0.980392,0.890196
840322,840322,0084-322,Hawaii,Ohia/Broomsedge bluestem savanna - invaded by exotic species,182,250,227,0.713725,0.980392,0.890196
840323,840323,0084-323,Hawaii,Ohia/Broomsedge bluestem savanna - invaded by exotic species,182,250,227,0.713725,0.980392,0.890196
840331,840331,0084-331,Hawaii,Ohia/Broomsedge bluestem savanna - invaded by exotic species,182,250,227,0.713725,0.980392,0.890196
840332,840332,0084-332,Hawaii,Ohia/Broomsedge bluestem savanna - invaded by exotic species,182,250,227,0.713725,0.980392,0.890196
840333,840333,0084-333,Hawaii,Ohia/Broomsedge bluestem savanna - invaded by exotic species,182,250,227,0.713725,0.980392,0.890196
840411,840411,0084-411,Hawaii,Ohia/Broomsedge bluestem savanna - invaded by exotic species,182,250,227,0.713725,0.980392,0.890196
840412,840412,0084-412,Hawaii,Ohia/Broomsedge bluestem savanna - invaded by exotic species,182,250,227,0.713725,0.980392,0.890196
840413,840413,0084-413,Hawaii,Ohia/Broomsedge bluestem savanna - invaded by exotic species,182,250,227,0.713725,0.980392,0.890196
840421,840421,0084-421,Hawaii,Ohia/Broomsedge bluestem savanna - invaded by exotic species,182,250,227,0.713725,0.980392,0.890196
840422,840422,0084-422,Hawaii,Ohia/Broomsedge bluestem savanna - invaded by exotic species,182,250,227,0.713725,0.980392,0.890196
840423,840423,0084-423,Hawaii,Ohia/Broomsedge bluestem savanna - invaded by exotic species,182,250,227,0.713725,0.980392,0.890196
840431,840431,0084-431,Hawaii,Ohia/Broomsedge bluestem savanna - invaded by exotic species,182,250,227,0.713725,0.980392,0.890196
840432,840432,0084-432,Hawaii,Ohia/Broomsedge bluestem savanna - invaded by exotic species,182,250,227,0.713725,0.980392,0.890196
840433,840433,0084-433,Hawaii,Ohia/Broomsedge bluestem savanna - invaded by exotic species,182,250,227,0.713725,0.980392,0.890196
850111,850111,0085-111,Alaska,Black spruce/lichen forest,50,137,168,0.196078,0.537255,0.658824
850112,850112,0085-112,Alaska,Black spruce/lichen forest,50,137,168,0.196078,0.537255,0.658824
850113,850113,0085-113,Alaska,Black spruce/lichen forest,50,137,168,0.196078,0.537255,0.658824
850121,850121,0085-121,Alaska,Black spruce/lichen forest,50,137,168,0.196078,0.537255,0.658824
850122,850122,0085-122,Alaska,Black spruce/lichen forest,50,137,168,0.196078,0.537255,0.658824
850123,850123,0085-123,Alaska,Black spruce/lichen forest,50,137,168,0.196078,0.537255,0.658824
850131,850131,0085-131,Alaska,Black spruce/lichen forest,50,137,168,0.196078,0.537255,0.658824
850132,850132,0085-132,Alaska,Black spruce/lichen forest,50,137,168,0.196078,0.537255,0.658824
850133,850133,0085-133,Alaska,Black spruce/lichen forest,50,137,168,0.196078,0.537255,0.658824
850211,850211,0085-211,Alaska,Black spruce/lichen forest,50,137,168,0.196078,0.537255,0.658824
850212,850212,0085-212,Alaska,Black spruce/lichen forest,50,137,168,0.196078,0.537255,0.658824
850213,850213,0085-213,Alaska,Black spruce/lichen forest,50,137,168,0.196078,0.537255,0.658824
850221,850221,0085-221,Alaska,Black spruce/lichen forest,50,137,168,0.196078,0.537255,0.658824
850222,850222,0085-222,Alaska,Black spruce/lichen forest,50,137,168,0.196078,0.537255,0.658824
850223,850223,0085-223,Alaska,Black spruce/lichen forest,50,137,168,0.196078,0.537255,0.658824
850231,850231,0085-231,Alaska,Black spruce/lichen forest,50,137,168,0.196078,0.537255,0.658824
850232,850232,0085-232,Alaska,Black spruce/lichen forest,50,137,168,0.196078,0.537255,0.658824
850233,850233,0085-233,Alaska,Black spruce/lichen forest,50,137,168,0.196078,0.537255,0.658824
850311,850311,0085-311,Alaska,Black spruce/lichen forest,50,137,168,0.196078,0.537255,0.658824
850312,850312,0085-312,Alaska,Black spruce/lichen forest,50,137,168,0.196078,0.537255,0.658824
850313,850313,0085-313,Alaska,Black spruce/lichen forest,50,137,168,0.196078,0.537255,0.658824
850321,850321,0085-321,Alaska,Black spruce/lichen forest,50,137,168,0.196078,0.537255,0.658824
850322,850322,0085-322,Alaska,Black spruce/lichen forest,50,137,168,0.196078,0.537255,0.658824
850323,850323,0085-323,Alaska,Black spruce/lichen forest,50,137,168,0.196078,0.537255,0.658824
850331,850331,0085-331,Alaska,Black spruce/lichen forest,50,137,168,0.196078,0.537255,0.658824
850332,850332,0085-332,Alaska,Black spruce/lichen forest,50,137,168,0.196078,0.537255,0.658824
850333,850333,0085-333,Alaska,Black spruce/lichen forest,50,137,168,0.196078,0.537255,0.658824
850411,850411,0085-411,Alaska,Black spruce/lichen forest,50,137,168,0.196078,0.537255,0.658824
850412,850412,0085-412,Alaska,Black spruce/lichen forest,50,137,168,0.196078,0.537255,0.658824
850413,850413,0085-413,Alaska,Black spruce/lichen forest,50,137,168,0.196078,0.537255,0.658824
850421,850421,0085-421,Alaska,Black spruce/lichen forest,50,137,168,0.196078,0.537255,0.658824
850422,850422,0085-422,Alaska,Black spruce/lichen forest,50,137,168,0.196078,0.537255,0.658824
850423,850423,0085-423,Alaska,Black spruce/lichen forest,50,137,168,0.196078,0.537255,0.658824
850431,850431,0085-431,Alaska,Black spruce/lichen forest,50,137,168,0.196078,0.537255,0.658824
850432,850432,0085-432,Alaska,Black spruce/lichen forest,50,137,168,0.196078,0.537255,0.658824
850433,850433,0085-433,Alaska,Black spruce/lichen forest,50,137,168,0.196078,0.537255,0.658824
850511,850511,0085-511,Alaska,Black spruce/lichen forest,50,137,168,0.196078,0.537255,0.658824
